year,kind,rating,vote,runtime,genre1,genre2,country1,country2,language1,language2,cast1,cast2,director1,director2,composer1,composer2,writer1,writer2
1980,movie,8.0,34142.0,96.82821118991332,Drama, History,Japan, United States,Japanese,None,Tatsuya Nakadai, Tsutomu Yamazaki,Akira Kurosawa,None,Shinichirô Ikebe,None,Masato Ide, Akira Kurosawa
2004,movie,6.0,110260.0,96.82821118991332,Comedy, Drama,United Kingdom, France,English, German,Renée Zellweger, Gemma Jones,Beeban Kidron,None,Harry Gregson-Williams, Stuart Roslyn,Helen Fielding, Andrew Davies
1976,movie,6.3,8455.0,96.82821118991332,Drama, Thriller,United Kingdom, Italy,English, French,Sophia Loren, Richard Harris,George P. Cosmatos,None,Jerry Goldsmith,None,Robert Katz, George P. Cosmatos
2003,movie,3.7,565.0,96.82821118991332,Fantasy, Horror,United States,None,English,None,Mia Zottoli, Sasha Peralto,Donald F. Glut,None,Terry Huud,None,Donald F. Glut,None
1989,movie,6.6,98609.0,96.82821118991332,Action, Adventure,United Kingdom, Mexico,English, Spanish,Timothy Dalton, Carey Lowell,John Glen,None,Michael Kamen,None,Michael G. Wilson, Richard Maibaum
1985,movie,5.5,113.0,96.82821118991332,Romance,None,India,None,Hindi,None,Anil Kapoor, Vijayata Pandit,Bapu,None,Bappi Lahiri,None,Unknown,None
1989,movie,8.2,716813.0,96.82821118991332,Action, Adventure,United States,None,English, German,Harrison Ford, Sean Connery,Steven Spielberg,None,John Williams,None,Jeffrey Boam, George Lucas
1978,tv series,7.6,1875.0,103.0160642570281,Animation, Action,Japan, United States,English,None,Alan Young, Keye Luke,Unknown,None,Unknown,None,Tatsuo Yoshida, Peter Germano
1991,video movie,9.0,264.0,97.12636815920398,Music,None,United States,None,English,None,Chris Layton, Tommy Shannon,Dennis Saunders,None,Unknown,None,Unknown,None
1973,movie,5.0,118.0,96.82821118991332,Action, Adventure,United States, South Africa,English,None,Stephen Boyd, France Nuyen,Robert Day,None,Francesco De Masi,None,Ralph Anders, Robert Day
1968,movie,5.7,2186.0,96.82821118991332,Comedy, Musical,United States,None,English,None,Elvis Presley, Nancy Sinatra,Norman Taurog,None,Jeff Alexander, Joy Byers,Phil Shuken,None
1999,video movie,6.7,97.0,97.12636815920398,Music,None,United Kingdom,None,English,None,Unknown,None,Unknown,None,Eric Clapton,None,Unknown,None
1991,movie,7.0,8848.0,96.82821118991332,Drama,None,United States, Japan,English,None,David Morse, Viggo Mortensen,Sean Penn,None,Jack Nitzsche,None,Sean Penn,None
1972,movie,7.6,3940.0,96.82821118991332,Drama, Family,United States,None,English,None,Cicely Tyson, Paul Winfield,Martin Ritt,None,Taj Mahal,None,Lonne Elder III, William H. Armstrong
2002,tv movie,5.3,232.0,96.35934959349593,Animation, Action,Canada, United States,English,None,Maurice LaMarche, Bettina Bush,Michael Maliani,None,Stephen C. Marston,None,Bruno Bianchi, Jean Chalopin
2002,movie,4.0,763.0,96.82821118991332,Comedy,None,France, Germany,English, Italian,Alice Evans, Claudie Arif,Jean-Marie Poiré,None,Pierre Charvet, Vincent Prezioso,Jean-Marie Poiré, Raffy Shart
2001,video movie,4.7,827.0,97.12636815920398,Action, Adventure,United States,None,English,None,Michael Worth, Karen Kim,Isaac Florentine,None,Stephen Edwards,None,Boaz Davidson, Michael D. Weiss
2003,video movie,7.9,254.0,97.12636815920398,Documentary, Music,United States,None,English,None,Chris Cote, Brandon Parkhurst,Matthew Beauchesne,None,Unknown,None,Unknown,None
1982,movie,6.4,1453.0,96.82821118991332,Drama, Thriller,United Kingdom,None,English,None,Sting, Denholm Elliott,Richard Loncraine,None,Unknown,None,Dennis Potter, Dennis Potter
2000,movie,6.8,1231.0,96.82821118991332,Biography, Crime,France,None,French,None,Sylvie Testud, Julie-Marie Parmentier,Jean-Pierre Denis,None,Unknown,None,Jean-Pierre Denis, Paulette Houdyer
2001,movie,8.0,763353.0,96.82821118991332,Drama, Mystery,United States,None,English,None,Jake Gyllenhaal, Holmes Osborne,Richard Kelly,None,Michael Andrews,None,Richard Kelly,None
2000,movie,5.8,10100.0,96.82821118991332,Adventure, Comedy,Germany, Netherlands,English,None,Jonathan Lipnicki, Richard E. Grant,Uli Edel,None,Nigel Clarke, Michael Csányi-Wills,Angela Sommer-Bodenburg, Karey Kirkpatrick
1996,movie,6.3,3184.0,96.82821118991332,Adventure, Comedy,United Kingdom,None,English,None,Steve Coogan, Eric Idle,Terry Jones,None,John Du Prez, André Jacquemin,Terry Jones, Kenneth Grahame
1999,episode,6.9,44.0,96.08333333333333,Documentary, Biography,United States,None,English,None,Dave Mann, David Cronenberg,Robert J. Emery,None,Unknown,None,Robert J. Emery,None
1998,movie,6.8,30809.0,96.82821118991332,Comedy, Drama,Denmark, France,Danish,None,Bodil Jørgensen, Jens Albinus,Lars von Trier,None,Unknown,None,Lars von Trier,None
1936,movie,6.7,874.0,96.82821118991332,Family, Musical,United States,None,English,None,Shirley Temple, Frank Morgan,William A. Seiter,None,R.H. Bassett, David Buttolph,Arthur Sheekman, Nat Perrin
2005,video movie,6.7,2220.0,97.12636815920398,Animation, Action,United States,None,English,None,Charlie Adler, Jeff Bennett,Bill Kopp, Joe Murray,Nathan Wang,None,Joseph Barbera, Bill Kopp
2003,movie,6.3,30150.0,96.82821118991332,Drama, Romance,Germany, Ireland,English,None,Anthony Hopkins, Nicole Kidman,Robert Benton,None,Rachel Portman,None,Philip Roth, Nicholas Meyer
1981,movie,6.4,5801.0,96.82821118991332,Action, Crime,United States,None,English, French,Burt Reynolds, Vittorio Gassman,Burt Reynolds,None,Unknown,None,William Diehl, Gerald Di Pego
1968,movie,6.6,6846.0,96.82821118991332,Drama, Fantasy,United Kingdom,None,English, Latin,Christopher Lee, Rupert Davies,Freddie Francis,None,James Bernard,None,Anthony Hinds, Bram Stoker
1957,movie,5.4,540.0,96.82821118991332,Fantasy, Horror,United States,None,English,None,John Agar, Gloria Talbott,Edgar G. Ulmer,None,Unknown,None,Jack Pollexfen,None
1989,movie,5.7,3900.0,96.82821118991332,Horror, Thriller,United Kingdom, United States,English,None,Terry OQuinn, Meg Foster,Jeff Burr,None,Jim Manzie, Pat Regan,Carolyn Lefcourt, Brian Garfield
1983,movie,6.0,2180.0,96.82821118991332,Adventure, Family,United States,None,English, Berber languages,Kelly Reno, Vincent Spano,Robert Dalva,None,Georges Delerue,None,Walter Farley, Richard Kletter
1987,movie,8.1,128.0,96.82821118991332,Documentary, Music,United States,None,English,None,Paul Simon, Hugh Masekela,Michael Lindsay-Hogg,None,Unknown,None,Unknown,None
2004,movie,5.0,82749.0,96.82821118991332,Animation, Adventure,United States,None,English,None,Breckin Meyer, Jennifer Love Hewitt,Peter Hewitt,None,Christophe Beck,None,Jim Davis, Joel Cohen
1975,tv short,7.5,328.0,70.875,Animation, Short,United States,None,English,None,Carl Reiner, Mel Brooks,Leo Salkin,None,Mort Garson,None,Carl Reiner, Mel Brooks
2005,movie,6.8,32011.0,96.82821118991332,Crime, Drama,France, United Kingdom,English,None,Barney Clark, Jeremy Swift,Roman Polanski,None,Rachel Portman,None,Charles Dickens, Ronald Harwood
1974,movie,7.0,3625.0,96.82821118991332,Drama, Fantasy,France, Italy,French,None,Luc Simon, Laura Duke Condominas,Robert Bresson,None,Philippe Sarde,None,Unknown,None
1998,movie,5.9,746.0,96.82821118991332,Fantasy, Horror,United Kingdom,None,English,None,Boy George, James Layton,Will Gould,None,Basil Moore,None,Charles Lambert, Charles Lambert
1997,movie,5.0,464.0,96.82821118991332,Drama, Fantasy,United States, Germany,English,None,Tilda Swinton, Francesca Faridany,Lynn Hershman-Leeson,None,The Residents,None,Lynn Hershman-Leeson, Eileen Jones
2005,episode,6.0,115.0,96.08333333333333,Animation, Adventure,United States,None,English,None,Elizabeth Daily, Nancy Cartwright,Michael Daedalus Kenny, Ron Noble,Rusty Andrews, Mark Mothersbaugh,Arlene Klasky, Gabor Csupo
1994,movie,3.5,33029.0,96.82821118991332,Comedy, Crime,United States,None,English,None,George Gaynes, Michael Winslow,Alan Metter,None,Robert Folk,None,Neal Israel, Pat Proft
2002,movie,7.8,1720.0,96.82821118991332,Documentary, Sport,United States,None,English,None,Mark Kerr, Mark Coleman,John Hyams,None,Boxhead Ensemble,None,Unknown,None
1964,movie,8.0,21100.0,96.82821118991332,Drama, Thriller,United States,None,English,None,Dan OHerlihy, Walter Matthau,Sidney Lumet,None,Unknown,None,Walter Bernstein, Eugene Burdick
1996,movie,6.9,80501.0,96.82821118991332,Comedy, Sport,United States,None,English,None,Woody Harrelson, Randy Quaid,Bobby Farrelly, Peter Farrelly,Freedy Johnston,None,Barry Fanaro, Mort Nathan
1981,movie,5.5,2349.0,96.82821118991332,Horror, Thriller,Canada,None,English,None,John Cassavetes, John Ireland,John Hough,None,Stanley Myers,None,Ray Russell, George Franklin
1989,video movie,6.6,443.0,97.12636815920398,Documentary, Biography,United States,None,English,None,Charles Manson, Nikolas Schreck,Nikolas Schreck,None,Unknown,None,Nikolas Schreck,None
1957,movie,7.2,2607.0,96.82821118991332,Action, Drama,United States,None,English,None,Robert Ryan, Aldo Ray,Anthony Mann,None,Elmer Bernstein,None,Philip Yordan, Ben Maddow
1931,movie,7.2,12820.0,96.82821118991332,Action, Crime,United States,None,English,None,Edward G. Robinson, Douglas Fairbanks Jr.,Mervyn LeRoy,None,Unknown,None,W.R. Burnett, Francis Edward Faragoh
1997,movie,6.1,29843.0,96.82821118991332,Action, Crime,United States,None,English,None,Wesley Snipes, Diane Lane,Dwight H. Little,None,Christopher Young,None,Wayne Beach, David Hodgin
1978,movie,7.7,243610.0,96.82821118991332,Horror, Thriller,United States,None,English,None,Donald Pleasence, Jamie Lee Curtis,John Carpenter,None,John Carpenter,None,John Carpenter, Debra Hill
1997,movie,7.1,81303.0,96.82821118991332,Comedy, Drama,United States,None,English, Albanian,Dustin Hoffman, Robert De Niro,Barry Levinson,None,Mark Knopfler,None,Larry Beinhart, Hilary Henkin
1983,movie,6.1,4812.0,96.82821118991332,Action, Crime,United States,None,English,None,Shô Kosugi, Keith Vitali,Sam Firstenberg,None,W. Michael Lewis, Laurin Rinder,James R. Silke, Menahem Golan
2004,movie,6.3,62918.0,96.82821118991332,Comedy, Romance,United Kingdom, France,English, Italian,Kirsten Dunst, Paul Bettany,Richard Loncraine,None,Edward Shearmur, John Colby,Adam Brooks, Jennifer Flackett
1986,movie,5.7,4672.0,96.82821118991332,Crime, Drama,United States,None,English,None,Kevin Bacon, Jami Gertz,Thomas Michael Donnelly,None,Tony Banks,None,Thomas Michael Donnelly,None
2003,tv movie,7.1,2444.0,96.35934959349593,Romance, Western,United States,None,English,None,Tom Selleck, Isabella Rossellini,Simon Wincer,None,Eric Colvin,None,Michael Brandman, Robert B. Parker
1954,movie,6.9,3654.0,96.82821118991332,Adventure, Drama,United States,None,English, Spanish,Spencer Tracy, Robert Wagner,Edward Dmytryk,None,Leigh Harline,None,Richard Murphy, Philip Yordan
1997,tv movie,5.6,996.0,96.35934959349593,Thriller, Drama,United States,None,English,None,Scott Bairstow, Amy Jo Johnson,Jack Bender,None,Christophe Beck,None,Lois Duncan, Michael Angeli
1990,movie,5.7,3997.0,96.82821118991332,Crime, Horror,United States,None,English,None,Lou Diamond Phillips, Tracy Griffith,Robert Resnikoff,None,Stewart Copeland,None,Robert Resnikoff,None
2003,movie,6.1,2136.0,96.82821118991332,Biography, Drama,United States,None,English,None,Al Bernstein, Andrew N.S. Glazer,A.W. Vidmer,None,Jeff Eden Fair, Starr Parodi,A.W. Vidmer,None
2002,tv movie,6.0,717.0,96.35934959349593,Drama,None,United States,None,English,None,David Krumholtz, Tory Kittles,Ernest R. Dickerson,None,Reinhold Heil, Johnny Klimek,Michael Ritchie, Jason Keller
1982,episode,6.9,192.0,96.08333333333333,Adventure, Comedy,United States,None,English,None,Ned Beatty, Shelley Duvall,Emile Ardolino,None,Lennie Niehaus,None,Gerald Ayres, Jacob Grimm
1996,movie,6.1,8734.0,96.82821118991332,Crime, Drama,United States,None,English,None,Meryl Streep, Liam Neeson,Barbet Schroeder,None,Howard Shore,None,Rosellen Brown, Ted Tally
1993,video movie,9.2,914.0,97.12636815920398,Documentary, Music,United Kingdom,None,English,None,Depeche Mode, David Gahan,Anton Corbijn,None,Martin Gore,None,Unknown,None
1932,movie,5.8,4658.0,96.82821118991332,Crime, Mystery,United Kingdom,None,English,None,Leon M. Lion, Anne Grey,Alfred Hitchcock,None,Adolph Hallis,None,Joseph Jefferson Farjeon, Joseph Jefferson Farjeon
2001,movie,6.5,66894.0,96.82821118991332,Comedy, Crime,United States,None,English,None,Bruce Willis, Billy Bob Thornton,Barry Levinson,None,Christopher Young,None,Harley Peyton,None
2004,movie,6.7,14727.0,96.82821118991332,Comedy, Romance,India,None,Hindi,None,Salman Khan, Akshay Kumar,David Dhawan,None,Sajid Ali, Salim Merchant,Anees Bazmee, Rumi Jaffery
2002,movie,6.5,1087.0,96.82821118991332,Drama, Romance,United States,None,English, Japanese,Jacqueline Kim, Eugenia Yuan,Eric Byler,None,Michael Brook,None,Eric Byler, Eric Byler
1987,tv series,3.4,7371.0,103.0160642570281,Drama, Romance,United States,None,Greek, French,Katherine Kelly Lang, Ronn Moss,Unknown,None,Unknown,None,Bradley Bell, Bradley Bell
1993,movie,7.5,10345.0,96.82821118991332,Animation, Action,Japan,None,Japanese,None,Bin Shimada, Masako Nozawa,Shigeyasu Yamauchi,None,Shunsuke Kikuchi,None,Akira Toriyama, Takao Koyama
2001,tv movie,7.9,10.0,96.35934959349593,Documentary, Biography,United States,None,English,None,Fred Applegate, Ethel Barrymore,David Leaf, John Scheinfeld,Unknown,None,David Leaf, John Scheinfeld
2004,movie,2.8,218.0,96.82821118991332,Comedy, Music,United States,None,English,None,Nick Lachey, Jessica Simpson,Gary Halvorson,None,Unknown,None,Mike Bender, H. Jon Benjamin
2002,movie,7.0,86271.0,96.82821118991332,Biography, Comedy,United States, Germany,English, Spanish,Dick Clark, Sam Rockwell,George Clooney,None,Alex Wurman,None,Chuck Barris, Charlie Kaufman
2004,movie,8.0,52947.0,96.82821118991332,Crime, Drama,South Korea, Japan,Korean,None,Seung-Yun Lee, Hee Jae,Kim Ki-duk,None,Slvian,None,Kim Ki-duk,None
2000,movie,6.8,4570.0,96.82821118991332,Action, Crime,Hong Kong, China,Mandarin, Hokkien,Nicholas Tse, Wu Bai,Hark Tsui,None,Jun Kung, Tommy Wai,Koan Hui, Hark Tsui
2002,video movie,8.6,27.0,97.12636815920398,Music,None,United States,None,English,None,Ian Astbury, Mike Dimkich,Daniel E. Catullo,None,Ian Astbury, Billy Duffy,Unknown,None
2002,movie,7.8,12632.0,96.82821118991332,Crime, Drama,United States, Canada,English,None,Tom Cavanagh, Ben Foster,Guy Ferland,None,Reinhold Heil, Johnny Klimek,William Mastrosimone,None
2001,movie,6.1,1066.0,96.82821118991332,Crime, Drama,United States,None,English,None,Darris Love, Darontay McClendon,Adam Ripp,None,Derek Barbosa, Coolio,Steven Wolfson, Adam Ripp
1994,movie,7.5,2188.0,96.82821118991332,Comedy, Drama,Italy, France,Albanian, Italian,Enrico Lo Verso, Michele Placido,Gianni Amelio,None,Franco Piersanti,None,Gianni Amelio, Andrea Porporati
2001,movie,5.5,288.0,96.82821118991332,Animation, Action,Japan,None,English, Japanese,Chisa Yokoyama, Michie Tomizawa,Mitsuru Hongo,None,Kôhei Tanaka,None,Ohji Hiroi, Wendee Lee
1995,movie,5.5,1873.0,96.82821118991332,Comedy, Drama,United Kingdom, United States,English,None,Bridget Fonda, Russell Crowe,Clare Peploe,None,Richard Hartley,None,James Hadley Chase, Robert Mundi
2004,tv movie,7.1,223.0,96.35934959349593,Drama,None,United Kingdom,None,English,None,Brenda Blethyn, Kevin Whately,Christopher Menaul,None,Martyn Swain,None,Stevie Davies, Alan Plater
1996,movie,4.9,4099.0,96.82821118991332,Comedy, Romance,United States,None,English,None,Sarah Jessica Parker, Eric Schaeffer,Eric Schaeffer,None,Amanda Kravat, Charlton Pettus,Eric Schaeffer, Tony Spiridakis
1996,movie,5.3,9010.0,96.82821118991332,Horror,None,United States,None,English,None,Corbin Bernsen, Linda Hoffman,Brian Yuzna,None,Alan Howarth,None,Dennis Paoli, Stuart Gordon
1985,movie,6.7,25943.0,96.82821118991332,Adventure, Family,United Kingdom, United States,English,None,Fairuza Balk, Nicol Williamson,Walter Murch,None,David Shire,None,Walter Murch, Gill Dennis
2000,movie,6.2,34808.0,96.82821118991332,Comedy, Crime,Germany, United States,English, Spanish,Morgan Freeman, Renée Zellweger,Neil LaBute,None,Rolfe Kent,None,John C. Richards, John C. Richards
1993,movie,4.4,7317.0,96.82821118991332,Comedy, Drama,United States,None,English, German,Uma Thurman, Lorraine Bracco,Gus Van Sant,None,k.d. lang, Ben Mink,Tom Robbins, Gus Van Sant
1979,movie,6.8,1183.0,96.82821118991332,Action, Comedy,United States,None,English,None,Edward Herrmann, Barbara Harris,Bruce Bilson,None,Robert F. Brunner,None,Don Tait, Albert Fay Hill
1989,movie,6.4,29035.0,96.82821118991332,Drama, Fantasy,United States,None,English,None,Richard Dreyfuss, Holly Hunter,Steven Spielberg,None,John Williams,None,Jerry Belson, Dalton Trumbo
1999,movie,6.6,34777.0,96.82821118991332,Crime, Drama,United States,None,English,None,Clint Eastwood, Isaiah Washington,Clint Eastwood,None,Lennie Niehaus,None,Andrew Klavan, Larry Gross
1991,movie,7.1,257.0,96.82821118991332,Drama,None,Canada,None,English,None,Saul Rubinek, R.H. Thomson,Eli Cohen,None,William Goldstein,None,Chaim Grade, Joseph Telushkin
2003,movie,7.7,58.0,96.82821118991332,Documentary,None,Canada,None,English,None,Colin Linden, Muhammad Ali,Joseph Blasioli,None,Allan Kane,None,Stephen Brunt, Stephen Brunt
2005,movie,5.6,61113.0,96.82821118991332,Drama, Horror,United States,None,English,None,Jennifer Connelly, John C. Reilly,Walter Salles,None,Angelo Badalamenti,None,Kôji Suzuki, Hideo Nakata
1996,tv series,7.7,2767.0,103.0160642570281,Documentary, Action,Australia, United States,English,None,Steve Irwin, Terri Irwin,Unknown,None,Unknown,None,Grant Dowling, Grant Dowling
1992,movie,5.4,208.0,96.82821118991332,Comedy, Drama,Mexico,None,Spanish,None,María Rojo, Esteban Soberanes,Jaime Humberto Hermosillo,None,Omar Guzmán,None,Jaime Humberto Hermosillo,None
1975,movie,6.9,2926.0,96.82821118991332,Action, Comedy,United States,None,English,None,Sidney Poitier, Bill Cosby,Sidney Poitier,None,Curtis Mayfield,None,Richard Wesley, Timothy March
2002,movie,7.3,377.0,96.82821118991332,Documentary, Biography,United States,None,English,None,Jack Nance, John Achorn,Chris Leavens,None,Brantley Kearns,None,Unknown,None
1997,movie,6.2,19362.0,96.82821118991332,Drama, Horror,United States,None,English,None,Anais Evans, Ewan McGregor,Ole Bornedal,None,Joachim Holbek,None,Ole Bornedal, Ole Bornedal
1990,movie,6.5,8418.0,96.82821118991332,Comedy,None,United States,None,English,None,Jim Belushi, Charles Grodin,Arthur Hiller,None,Stewart Copeland,None,Jill Mazursky, J.J. Abrams
1990,movie,7.8,25225.0,96.82821118991332,Drama, Fantasy,Japan, United States,Japanese, French,Akira Terao, Mitsuko Baishô,Akira Kurosawa, Ishirô Honda,Shinichirô Ikebe,None,Akira Kurosawa, Ishirô Honda
1955,movie,7.1,4015.0,96.82821118991332,Biography, Drama,United States,None,English,None,Doris Day, James Cagney,Charles Vidor,None,Unknown,None,Daniel Fuchs, Isobel Lennart
1988,movie,5.9,327.0,96.82821118991332,Action, Adventure,Hong Kong, Japan,Japanese, Cantonese,Biao Yuen, Hiroshi Mikami,Ngai Choi Lam, Biao Yuen,Mickie Yoshino,None,Izô Hashimoto, Heung Sang Kong
1960,movie,7.8,10387.0,96.82821118991332,Drama, War,Italy, France,Italian, German,Sophia Loren, Jean-Paul Belmondo,Vittorio De Sica,None,Armando Trovajoli,None,Alberto Moravia, Cesare Zavattini
2000,movie,6.9,691.0,96.82821118991332,Short, Drama,Canada,None,English,None,Ian McKellen, Nicky Dewhurst,Keith Melton,None,Benoit Jutras,None,Steve Roberts, Peter Wagg
2000,movie,5.0,1555.0,96.82821118991332,Comedy, Crime,United States,None,English,None,Emily Watson, Dermot Mulroney,Alan Rudolph,None,Mark Isham, Roger Neill,Alan Rudolph, John Binder
1996,movie,5.3,10708.0,96.82821118991332,Adventure, Family,United States,None,English,None,Elijah Wood, Paul Hogan,Alan Shapiro, Shelly Hatton,Joel McNeely,None,Ricou Browning, Jack Cowden
2001,movie,6.9,1173.0,96.82821118991332,Drama, Music,Sweden, Germany,Swedish,None,Sven Wollter, Viveka Seldahl,Bille August,None,Stefan Nilsson,None,Bille August, Ulla Isaksson
1996,movie,5.5,13086.0,96.82821118991332,Comedy, Crime,United States,None,English,None,Jon Lovitz, Tia Carrere,Hart Bochner,None,Ira Newborn,None,David Zucker, Robert LoCash
2001,video movie,8.3,17.0,97.12636815920398,Documentary,None,United States,None,English,None,Edward Herrmann, Stacy Keach,Craig MacGowan,None,Chip Ellinghaus, Grant Slawson,James Clifton,None
1986,movie,6.4,14690.0,96.82821118991332,Comedy, Romance,United States,None,English,None,John Cusack, Linda Warren,Savage Steve Holland,None,Cory Lerios,None,Savage Steve Holland,None
1994,movie,5.8,2875.0,96.82821118991332,Biography, Drama,France, United Kingdom,English,None,Tchéky Karyo, F. Murray Abraham,Roger Christian,None,Barrington Pheloung,None,Piers Ashworth, Roger Christian
1993,movie,7.2,4071.0,96.82821118991332,Comedy, Music,United States, United Kingdom,English,None,Mark Christopher Lawrence, Larry B. Scott,Rusty Cundieff,None,Unknown,None,Rusty Cundieff,None
2002,video movie,8.3,450.0,97.12636815920398,Documentary, Music,United Kingdom,None,Mandarin, English,David Bowie, Carlos Alomar,Steve Barron, Samuel Bayer,Unknown,None,Unknown,None
1969,episode,7.2,387.0,96.08333333333333,Adventure, Drama,United Kingdom,None,English,None,Patrick Troughton, Alan Bennion,Michael Ferguson,None,Unknown,None,Brian Hayles, Terrance Dicks
2000,movie,7.0,320553.0,96.82821118991332,Comedy, Romance,United States,None,English, Thai,Robert De Niro, Ben Stiller,Jay Roach,None,Randy Newman,None,Greg Glienna, Mary Ruth Clarke
2005,movie,6.6,608.0,96.82821118991332,Sport,None,United States,None,English, French,Rabih Abdullah, Keith Adams,Bob Levy,None,Unknown,None,Unknown,None
1964,episode,7.8,139.0,96.08333333333333,Documentary,None,Canada,None,English,None,Fletcher Markle, Alfred Hitchcock,Fletcher Markle,None,Unknown,None,Unknown,None
1950,movie,7.6,12654.0,96.82821118991332,Crime, Drama,United States,None,English,None,Peggy Cummins, John Dall,Joseph H. Lewis,None,Victor Young,None,MacKinlay Kantor, Dalton Trumbo
1976,movie,6.5,1479.0,96.82821118991332,Comedy, Family,United States,None,English,None,David Niven, Darren McGavin,Norman Tokar,None,Buddy Baker,None,Arthur Alsberg, Don Nelson
2005,video movie,5.0,4565.0,97.12636815920398,Action, Crime,United States,None,English,None,Jay Hernandez, Mario Van Peebles,Michael Bregman,None,Joe Delia,None,Michael Bregman, Edwin Torres
2001,movie,6.8,17491.0,96.82821118991332,Comedy, Drama,United States,None,English, Spanish,Selma Blair, Leo Fitzpatrick,Todd Solondz,None,Nathan Larson,None,Todd Solondz,None
1986,movie,8.0,410.0,96.82821118991332,Documentary, Music,United States,None,English,None,John Doe, Exene Cervenka,W.T. Morgan,None,Unknown,None,Christopher Blakely, Alizabeth Foley
2000,movie,6.7,230035.0,96.82821118991332,Adventure, Drama,United States, United Kingdom,English, French,Leonardo DiCaprio, Tilda Swinton,Danny Boyle,None,Angelo Badalamenti,None,John Hodge, Alex Garland
1995,movie,7.1,1106.0,96.82821118991332,Drama, Romance,Japan, Taiwan,Mandarin, Cantonese,Annie Shizuka Inoh, Giong Lim,Hsiao-Hsien Hou,None,Huai-En Chen, Hsiao-Wen Jiang,Bi-Yu Chiang, Bo-Chow Lan
2003,tv movie,6.9,539.0,96.35934959349593,Adventure, Drama,United States,None,English,None,Kieran Bew, Emily Hamilton,Philip Saville,None,Jan Tilman Schade, Debbie Wiseman,Hans Christian Andersen, Kit Hesketh-Harvey
2000,movie,6.6,13411.0,96.82821118991332,Crime, Drama,United States,None,English,None,Willem Dafoe, Edward Furlong,Steve Buscemi,None,John Lurie,None,Edward Bunker, Edward Bunker
1994,movie,5.0,13215.0,96.82821118991332,Comedy, War,United States,None,English,None,Pauly Shore, Andy Dick,Daniel Petrie Jr.,None,Robert Folk,None,Steve Zacharias, Jeff Buhai
2000,movie,6.8,147.0,96.82821118991332,Biography, Drama,Philippines,None,Tagalog, Japanese,Dolphy, Eric Quizon,Gil Portes,None,Joy Marfil,None,Clodualdo Del Mundo Jr.,None
1940,movie,7.2,3323.0,96.82821118991332,Comedy, Horror,United States,None,English,None,Bob Hope, Paulette Goddard,George Marshall,None,Ernst Toch, Victor Young,Walter DeLeon, Paul Dickey
1964,movie,7.1,47190.0,96.82821118991332,Crime, Drama,United States,None,English,None,Tippi Hedren, Martin Gabel,Alfred Hitchcock,None,Bernard Herrmann,None,Winston Graham, Jay Presson Allen
2001,movie,8.2,2319.0,96.82821118991332,Documentary,None,United States,None,Romanian,None,Cristina Ionescu, Mihai Alexandre Tudose,Edet Belzberg,None,Joel Goodman,None,Unknown,None
2004,movie,7.5,37301.0,96.82821118991332,Animation, Action,Japan,None,Japanese, Cantonese,Akio Ôtsuka, Atsuko Tanaka,Mamoru Oshii,None,Kenji Kawai,None,Shirow Masamune, Mamoru Oshii
1994,movie,5.6,11929.0,96.82821118991332,Comedy, Romance,United States,None,English,None,Melanie Griffith, Ed Harris,Richard Benjamin,None,Michael Convertino,None,John Mattson,None
1993,movie,3.4,322.0,96.82821118991332,Comedy,None,United States,None,English,None,Lucky OBoyle, J.C. Palermo,Valerie Breiman,None,Marc David Decker,None,Clark Kent,None
2001,movie,6.7,1464.0,96.82821118991332,Comedy, Drama,New Zealand,None,English,None,Robbie Magasiva, Paolo Rotondo,Hamish Rothwell,None,House Of Downtown,None,Nick Ward,None
1962,movie,7.8,39558.0,96.82821118991332,Drama, Romance,France,None,French, German,Jeanne Moreau, Oskar Werner,François Truffaut,None,Georges Delerue,None,Henri-Pierre Roché, François Truffaut
1969,movie,5.8,697.0,96.82821118991332,Drama, Romance,Italy,None,English,None,Danièle Gaubert, Nino Castelnuovo,Radley Metzger,None,Piero Piccioni,None,Michael DeForrest, Alexandre Dumas fils
2002,video movie,5.9,12.0,97.12636815920398,Family,None,United States,None,English,None,Kevin Clash, Eric Jacobson,Ken Diego, Victor DiNapoli,Unknown,None,Molly Boylan, Annie Evans
1998,movie,6.6,211.0,96.82821118991332,Drama,None,Greenland, Denmark,Danish, Kalaallisut,Rasmus Lyberth, Vivi Nielsen,Jacob Grønlykke,None,Joachim Holbek,None,Jacob Grønlykke, Hans Anthon Lynge
2004,video movie,3.5,290.0,97.12636815920398,Adventure, Comedy,United States,None,English,None,Ethan Blum, Chad Bockholdt,Patrick Voss,None,Unknown,None,Adam Hackbarth, Ron Bonk
1997,movie,5.0,8310.0,96.82821118991332,Comedy,None,United States,None,English,None,John Leguizamo, Jeffrey Jones,Paul Miller,None,Kevin Kiner,None,David Bar Katz, John Leguizamo
1995,video movie,8.7,20.0,97.12636815920398,Documentary, Music,Japan,None,Unknown,None,Angus Clark, Diana Dentino,Stanley Dorfman,None,Kitarô,None,Christopher David Gourlay,None
2002,movie,6.5,10356.0,96.82821118991332,Action, Crime,France, United Kingdom,English, French,Nutsa Kukhianidze, Ouassini Embarek,Neil Jordan,None,Elliot Goldenthal,None,Auguste Le Breton, Jean-Pierre Melville
